,0,1,2,3,4,5,6,7
0,0.0,0.0,0.00904193,0.39698887,0.0,0.027225513,0.000138197,0.0
1,0.0,0.0,0.0,0.38618752,0.0,0.021056905,0.00012400537,0.0
2,0.0,0.0,0.0,0.3838717,0.0,0.02328747,0.00017962721,0.0
3,0.0,0.0,0.0,0.389859,0.0,0.015770067,0.00012410825,0.0
4,0.031193834,0.034356423,0.021480486,0.32094133,0.0,0.039476544,0.00010079878,0.0
5,0.00092575373,0.0,0.0,0.37599754,0.0,0.0185245,0.00014074703,0.0
6,0.00071198726,0.0,0.0,0.39337298,0.0,0.017451387,0.00017653313,0.0
7,0.0,0.0,0.0,0.389104,0.0,0.018106256,0.000108803615,0.0
8,0.003583893,0.0077532064,0.0,0.3652542,0.0,0.027007448,0.00015107336,0.0
9,0.007519321,0.0,0.0,0.37619084,0.0,0.020022897,0.000206066,0.0
10,0.016779989,0.0,0.019137992,0.36119387,0.0,0.030585704,0.0001870209,0.0
11,0.0,0.0,0.006793838,0.38936925,0.0,0.026208762,0.00018942333,0.0
12,0.0,0.0,0.0,0.37956962,0.0,0.016774796,0.00016323678,0.0
13,0.0,0.0,0.0,0.4063374,0.0,0.016698126,0.00015410711,0.0
14,0.0,0.0028394666,0.013929367,0.38843367,0.0,0.03009086,7.223453e-05,0.0
15,0.0125650875,0.0,0.0,0.36516175,0.0,0.026099697,0.00019520134,0.0
16,0.010525547,0.0,0.0,0.3828384,0.0,0.022258408,0.0001702421,0.0
17,0.0024856837,0.0,0.007073239,0.37311846,0.0,0.026929526,0.000103354076,0.0
18,0.0,0.0030439086,0.0,0.37849227,0.0,0.023096021,0.00014237322,0.0
19,0.013199259,0.021691281,0.009103832,0.3532215,0.0,0.03330554,0.00011864059,0.0
20,0.03634046,0.01597724,0.0045524784,0.33907202,0.0,0.035518005,0.00019353896,0.0
21,0.0,0.0,0.0,0.38032243,0.0,0.020420734,0.0001471235,0.0
22,0.002617769,0.0,0.0,0.37307698,0.0,0.022459475,0.0001980539,0.0
23,0.0,0.0042384174,0.0,0.36858967,0.0,0.023122966,6.0779646e-05,0.0
24,0.0017293794,0.0,0.0,0.3603651,0.0,0.017936768,0.00014568397,0.0
25,0.0,0.0,0.0005728607,0.39282688,0.0,0.020071052,0.00018137824,0.0
26,0.0029114443,0.0,0.0,0.36611056,0.0,0.018314186,0.00016573828,0.0
27,0.025174363,0.0035415217,0.0,0.36207432,0.0,0.027926505,0.00024241654,0.0
28,0.05640366,0.08733061,0.058857437,0.3033304,0.0,0.08466388,0.0,0.021025794
29,0.0018314584,0.0,0.0033550854,0.3791946,0.0,0.022261575,0.00017920599,0.0
