,0,1,2,3,4,5,6,7
31,1.3622137,1.2676346,0.0,0.0,0.0,1.0018721,0.0,0.0
32,1.498567,1.3863965,0.0,0.0,0.0,1.1058767,0.0,0.0
33,1.3278475,1.236408,0.0,0.0,0.0,0.97515756,0.0,0.0
34,1.5286555,1.4192871,0.0,0.0,0.0,1.1263027,0.0,0.0
35,0.7275774,0.6668906,0.0,0.108169354,0.0,0.527629,0.118017346,0.15670471
36,1.400025,1.3040832,0.0,0.0,0.0,1.0224366,0.0,0.0
37,1.4829053,1.3761059,0.0,0.0,0.0,1.0952293,0.0,0.0
38,0.55758667,0.5159879,0.0,0.24538761,0.09106412,0.37193158,0.2597576,0.29579443
39,0.16507652,0.14170215,0.0,0.563006,0.44135508,0.06941691,0.5602864,0.5747211
40,1.0902584,1.0212367,0.0,0.0,0.0,0.7993806,0.0,0.0
41,0.8057548,0.75222695,0.0,0.0,0.0,0.6077246,0.0,0.0073964335
42,1.2073225,1.1204532,0.0,0.0,0.0,0.88540226,0.0,0.0
43,0.7827782,0.7128833,0.0,0.076202385,0.0,0.55500555,0.09749969,0.13397256
44,1.1871297,1.108921,0.0,0.0,0.0,0.8776218,0.0,0.0
45,1.1936485,1.1158831,0.0,0.0,0.0,0.88429874,0.0,0.0
46,1.4542828,1.3473717,0.0,0.0,0.0,1.0709653,0.0,0.0
47,1.3759156,1.2772565,0.0,0.0,0.0,1.0047834,0.0,0.0
48,1.3937653,1.2891153,0.0,0.0,0.0,1.022226,0.0,0.0
49,1.4068892,1.3054816,0.0,0.0,0.0,1.030672,0.0,0.0
50,1.2055174,1.1182199,0.0,0.0,0.0,0.8809119,0.0,0.0
51,1.3384672,1.2457849,0.0,0.0,0.0,0.9803305,0.0,0.0
52,1.1934458,1.1182748,0.0,0.0,0.0,0.8925819,0.0,0.0
53,1.3673962,1.2727968,0.0,0.0,0.0,1.0160758,0.0,0.0
54,1.3920597,1.2922553,0.0,0.0,0.0,1.0229775,0.0,0.0
55,1.3798232,1.2883115,0.0,0.0,0.0,1.0162321,0.0,0.0
56,0.883672,0.8367293,0.0,0.017459583,0.0,0.6397638,0.033600956,0.043763656
57,1.4177568,1.3153147,0.0,0.0,0.0,1.0391936,0.0,0.0
58,1.2710254,1.1825125,0.0,0.0,0.0,0.9418038,0.0,0.0
59,1.502514,1.3928472,0.0,0.0,0.0,1.1060643,0.0,0.0
60,1.0630947,0.99884385,0.0,0.0,0.0,0.7787811,0.0,0.0
61,1.2835051,1.187962,0.0,0.0,0.0,0.94309837,0.0,0.0
62,1.100582,1.0282991,0.0,0.0,0.0,0.81089824,0.0,0.0
63,1.4182681,1.3075691,0.0,0.0,0.0,1.0380574,0.0,0.0
64,0.6070499,0.56215596,0.0,0.17551675,0.043299913,0.43242916,0.18392919,0.2166006
65,1.3963999,1.2945498,0.0,0.0,0.0,1.02304,0.0,0.0
66,1.5986413,1.4821433,0.0,0.0,0.0,1.1835537,0.0,0.0
67,1.238278,1.1546581,0.0,0.0,0.0,0.90929145,0.0,0.0
68,0.59413445,0.54778576,0.0,0.18351805,0.047123916,0.41892076,0.1941205,0.23909938
69,0.050730336,0.034831546,0.0,0.64935076,0.5083611,0.0,0.6367232,0.63617563
70,1.4961057,1.3874377,0.0,0.0,0.0,1.1070975,0.0,0.0
71,0.95546716,0.8877641,0.0,0.0,0.0,0.70116466,0.0,0.0
72,1.1825519,1.1025208,0.0,0.0,0.0,0.8712421,0.0,0.0
73,1.37136,1.2724053,0.0,0.0,0.0,1.0097933,0.0,0.0
74,1.4680897,1.3572901,0.0,0.0,0.0,1.0794765,0.0,0.0
75,1.4403707,1.3360673,0.0,0.0,0.0,1.0615511,0.0,0.0
76,0.22247767,0.18621609,0.0,0.44949403,0.31627527,0.13456833,0.4569373,0.47743016
77,1.4485265,1.3411773,0.0,0.0,0.0,1.0657237,0.0,0.0
78,1.4086043,1.307085,0.0,0.0,0.0,1.0305395,0.0,0.0
79,1.4385064,1.3377135,0.0,0.0,0.0,1.0554733,0.0,0.0
80,1.6365167,1.5375737,0.0,0.0,0.0,1.2078916,0.0,0.0
81,1.3470186,1.2494084,0.0,0.0,0.0,0.9881371,0.0,0.0
82,1.1845053,1.0970978,0.0,0.0,0.0,0.86642563,0.0,0.0
83,1.0819103,1.0043954,0.0,0.0,0.0,0.79099923,0.0,0.0
84,1.1073889,1.0406499,0.0,0.0,0.0,0.82483155,0.0,0.0
85,1.373464,1.2788756,0.0,0.0,0.0,1.0076104,0.0,0.0
86,1.4091902,1.307229,0.0,0.0,0.0,1.0385594,0.0,0.0
87,1.394598,1.2930869,0.0,0.0,0.0,1.0190225,0.0,0.0
88,1.3257902,1.2270972,0.0,0.0,0.0,0.96963346,0.0,0.0
89,1.4342573,1.3270417,0.0,0.0,0.0,1.0502319,0.0,0.0
90,1.3659202,1.2688686,0.0,0.0,0.0,1.0174562,0.0,0.0
91,1.2400135,1.1591649,0.0,0.0,0.0,0.91445374,0.0,0.0
92,1.2553729,1.1629628,0.0,0.0,0.0,0.91760844,0.0,0.0
93,0.13174613,0.10341945,0.0,0.6566288,0.48040435,0.034415357,0.6538614,0.6657654
94,1.3867939,1.2928232,0.0,0.0,0.0,1.0203747,0.0,0.0
95,1.2960852,1.2028835,0.0,0.0,0.0,0.9490251,0.0,0.0
96,1.3677056,1.27272,0.0,0.0,0.0,1.0051662,0.0,0.0
97,1.4416465,1.3372227,0.0,0.0,0.0,1.0527424,0.0,0.0
98,0.0,0.0,0.0,1.0953711,0.9117829,0.0,1.087043,1.0425141
99,1.147024,1.074185,0.0,0.0,0.0,0.8338627,0.0,0.0
100,1.2880843,1.1934671,0.0,0.0,0.0,0.934423,0.0,0.0
101,1.4301739,1.326109,0.0,0.0,0.0,1.0501231,0.0,0.0
102,1.1093262,1.0377833,0.0,0.0,0.0,0.8126937,0.0,0.0
103,1.3386468,1.2399497,0.0,0.0,0.0,0.9789127,0.0,0.0
104,1.3124104,1.2162611,0.0,0.0,0.0,0.9653155,0.0,0.0
105,1.4280635,1.325164,0.0,0.0,0.0,1.0483483,0.0,0.0
106,1.4119271,1.3108051,0.0,0.0,0.0,1.0392194,0.0,0.0
107,1.3549205,1.2569928,0.0,0.0,0.0,0.99265057,0.0,0.0
108,1.0426832,0.98483837,0.0,0.0,0.0,0.7816052,0.0,0.0
109,1.3603982,1.2620556,0.0,0.0,0.0,0.9993996,0.0,0.0
110,1.1516985,1.0753872,0.0,0.0,0.0,0.8583626,0.0,0.0
111,1.2979187,1.207861,0.0,0.0,0.0,0.9557311,0.0,0.0
112,0.6268517,0.58943367,0.0,0.0794634,0.0,0.45312962,0.08514793,0.1399323
113,1.3497068,1.2568254,0.0,0.0,0.0,0.9834009,0.0,0.0
114,1.3771003,1.2867495,0.0,0.0,0.0,1.0177542,0.0,0.0
115,1.0608999,0.9954634,0.0,0.0,0.0,0.78000146,0.0,0.0
116,0.21493013,0.1821952,0.0,0.4889387,0.36884806,0.109782934,0.48216155,0.5117292
117,0.5553285,0.5214838,0.0,0.26499078,0.12343424,0.38341674,0.27661264,0.3032096
118,1.1055973,1.0419458,0.0,0.0,0.0,0.8170095,0.0,0.0
119,1.4407474,1.333142,0.0,0.0,0.0,1.0609176,0.0,0.0
120,1.4404926,1.3387527,0.0,0.0,0.0,1.0590769,0.0,0.0
121,0.8644409,0.81631106,0.0,0.0,0.0,0.65688694,0.0,0.0
122,1.4845732,1.379025,0.0,0.0,0.0,1.0884733,0.0,0.0
123,0.7492031,0.6916014,0.0,0.0475788,0.0,0.5585745,0.058271542,0.114398085
124,1.3964878,1.2970085,0.0,0.0,0.0,1.0176381,0.0,0.0
125,1.2451965,1.1599997,0.0,0.0,0.0,0.92264026,0.0,0.0
126,1.4500171,1.345963,0.0,0.0,0.0,1.0632926,0.0,0.0
127,1.0978929,1.0176076,0.0,0.0,0.0,0.8079677,0.0,0.0
128,0.8672495,0.8079089,0.0,0.0,0.0,0.6266836,0.0,0.019111972
129,1.3776287,1.2814777,0.0,0.0,0.0,1.0080667,0.0,0.0
130,1.2077627,1.1236831,0.0,0.0,0.0,0.88840836,0.0,0.0
131,1.3729156,1.2738086,0.0,0.0,0.0,1.0036443,0.0,0.0
132,1.1896161,1.0994856,0.0,0.0,0.0,0.8666715,0.0,0.0
133,1.3017468,1.2037598,0.0,0.0,0.0,0.9503611,0.0,0.0
134,1.4676818,1.3601484,0.0,0.0,0.0,1.0846521,0.0,0.0
135,1.0410358,0.96845865,0.0,0.0,0.0,0.7620227,0.0,0.0
136,1.2713026,1.1819054,0.0,0.0,0.0,0.9315457,0.0,0.0
137,1.4847685,1.3784865,0.0,0.0,0.0,1.0953797,0.0,0.0
138,1.1777204,1.1021742,0.0,0.0,0.0,0.8815524,0.0,0.0
139,1.4332174,1.3321332,0.0,0.0,0.0,1.053628,0.0,0.0
140,1.3445487,1.2439415,0.0,0.0,0.0,0.98181444,0.0,0.0
141,0.6863525,0.6355117,0.0,0.15200973,0.003955574,0.49933013,0.15655357,0.1978011
142,1.3952752,1.2909025,0.0,0.0,0.0,1.0188224,0.0,0.0
143,1.3247727,1.2259201,0.0,0.0,0.0,0.97349393,0.0,0.0
144,1.3479394,1.2500926,0.0,0.0,0.0,0.99836177,0.0,0.0
145,1.3900481,1.2889713,0.0,0.0,0.0,1.0149167,0.0,0.0
146,1.3496865,1.2523782,0.0,0.0,0.0,0.9816033,0.0,0.0
147,1.1306869,1.0626446,0.0,0.0,0.0,0.8406243,0.0,0.0
148,1.4250945,1.3214852,0.0,0.0,0.0,1.050272,0.0,0.0
149,1.2837895,1.1881373,0.0,0.0,0.0,0.9375405,0.0,0.0
150,0.992064,0.93164253,0.0,0.0,0.0,0.7459911,0.0,0.0
151,1.0083321,0.9461965,0.0,0.0,0.0,0.7445334,0.0,0.0
152,1.1306869,1.0626446,0.0,0.0,0.0,0.8406243,0.0,0.0
153,1.450135,1.3469354,0.0,0.0,0.0,1.0635811,0.0,0.0
154,1.3506163,1.2503861,0.0,0.0,0.0,0.98994297,0.0,0.0
155,1.3769772,1.2825615,0.0,0.0,0.0,1.0069882,0.0,0.0
156,1.3907322,1.2867705,0.0,0.0,0.0,1.0202007,0.0,0.0
157,1.3648953,1.2651061,0.0,0.0,0.0,1.0002003,0.0,0.0
158,1.4348803,1.3284003,0.0,0.0,0.0,1.0520428,0.0,0.0
159,1.1024976,1.0241761,0.0,0.0,0.0,0.8140744,0.0,0.0
160,1.0592868,0.99422145,0.0,0.0,0.0,0.775206,0.0,0.0
161,1.3650906,1.2705818,0.0,0.0,0.0,1.0036122,0.0,0.0
162,1.2582396,1.1713691,0.0,0.0,0.0,0.92537063,0.0,0.0
163,1.3778998,1.2804617,0.0,0.0,0.0,1.0118536,0.0,0.0
164,1.3374113,1.2367824,0.0,0.0,0.0,0.98044276,0.0,0.0
165,1.4043998,1.2991176,0.0,0.0,0.0,1.0417249,0.0,0.0
166,1.189545,1.1081153,0.0,0.0,0.0,0.88001484,0.0,0.0
167,1.161682,1.0829326,0.0,0.0,0.0,0.85762125,0.0,0.0
168,1.4220726,1.3222692,0.0,0.0,0.0,1.0384775,0.0,0.0
169,0.4716863,0.42875087,0.0,0.25637093,0.13006611,0.32890406,0.26424274,0.2787562
170,1.0981808,1.0313845,0.0,0.0,0.0,0.81443554,0.0,0.0
171,1.3539468,1.2586377,0.0,0.0,0.0,0.9935965,0.0,0.0
172,1.3627149,1.2629701,0.0,0.0,0.0,0.99625725,0.0,0.0
173,0.8850137,0.83786756,0.0,0.052696355,0.0,0.6452372,0.04546843,0.06781298
174,1.2096418,1.1209649,0.0,0.0,0.0,0.8780431,0.0,0.0
175,0.86808455,0.8140485,0.0,0.010110024,0.0,0.6439138,0.0,0.024041623
176,1.3089366,1.2128192,0.0,0.0,0.0,0.95566624,0.0,0.0
177,1.3600141,1.2684879,0.0,0.0,0.0,1.0004145,0.0,0.0
178,1.004393,0.94082236,0.0,0.0,0.0,0.74384815,0.0,0.0
179,1.480404,1.3755314,0.0,0.0,0.0,1.0993215,0.0,0.0
180,1.2701458,1.1732126,0.0,0.0,0.0,0.9309779,0.0,0.0
181,1.4001902,1.2984203,0.0,0.0,0.0,1.0273672,0.0,0.0
182,0.48883057,0.44580197,0.0,0.3782498,0.22759272,0.3288829,0.3831466,0.39129758
183,1.2981211,1.2082654,0.0,0.0,0.0,0.9465304,0.0,0.0
184,0.70280015,0.66047275,0.0,0.2204541,0.046227902,0.50394315,0.21027043,0.2395808
185,0.6361514,0.5893636,0.0,0.21059112,0.06261802,0.4528679,0.23004226,0.2660908
186,1.2350196,1.1521114,0.0,0.0,0.0,0.9156102,0.0,0.0
187,1.2978342,1.2070198,0.0,0.0,0.0,0.94639385,0.0,0.0
188,1.1343752,1.0699579,0.0,0.0,0.0,0.83514076,0.0,0.0
189,1.4123175,1.3159515,0.0,0.0,0.0,1.0319843,0.0,0.0
190,1.3860593,1.286606,0.0,0.0,0.0,1.0106579,0.0,0.0
191,1.334908,1.2402394,0.0,0.0,0.0,0.98475975,0.0,0.0
192,1.3026768,1.2076081,0.0,0.0,0.0,0.9477182,0.0,0.0
193,1.1586195,1.0810337,0.0,0.0,0.0,0.85693926,0.0,0.0
194,1.2466321,1.1610228,0.0,0.0,0.0,0.9201594,0.0,0.0
195,1.330968,1.2275025,0.0,0.0,0.0,0.9769495,0.0,0.0
196,1.3836194,1.2828308,0.0,0.0,0.0,1.0100591,0.0,0.0
197,1.3869817,1.287556,0.0,0.0,0.0,1.0143769,0.0,0.0
198,0.9442047,0.8877917,0.0,0.0,0.0,0.6960248,0.0,0.025404781
199,1.3728731,1.2710168,0.0,0.0,0.0,1.0029695,0.0,0.0
200,1.0524514,0.98422754,0.0,0.0,0.0,0.7793497,0.0,0.0
201,1.4184238,1.3164829,0.0,0.0,0.0,1.043256,0.0,0.0
202,0.84470713,0.7886324,0.0,0.08215994,0.0,0.62006336,0.083411165,0.12190251
203,0.7038766,0.6589053,0.0,0.21683182,0.052123576,0.4947817,0.20929587,0.25479507
204,1.45921,1.3525606,0.0,0.0,0.0,1.0747331,0.0,0.0
205,1.344201,1.2578856,0.0,0.0,0.0,0.98293835,0.0,0.0
206,1.1256746,1.0594864,0.0,0.0,0.0,0.83507293,0.0,0.0
207,1.5000175,1.3888404,0.0,0.0,0.0,1.1026595,0.0,0.0
208,1.3816656,1.2832688,0.0,0.0,0.0,1.0020126,0.0,0.0
209,1.3359092,1.2444582,0.0,0.0,0.0,0.97575176,0.0,0.0
210,1.242554,1.153493,0.0,0.0,0.0,0.91410726,0.0,0.0
211,1.0907519,1.0200608,0.0,0.0,0.0,0.8001233,0.0,0.0
212,1.4250945,1.3214852,0.0,0.0,0.0,1.050272,0.0,0.0
213,1.4407474,1.333142,0.0,0.0,0.0,1.0609176,0.0,0.0
214,1.3860593,1.286606,0.0,0.0,0.0,1.0106579,0.0,0.0
215,1.3375294,1.2399478,0.0,0.0,0.0,0.9805526,0.0,0.0
216,1.3403509,1.2419053,0.0,0.0,0.0,0.9813038,0.0,0.0
217,1.428598,1.3283682,0.0,0.0,0.0,1.0457615,0.0,0.0
218,1.203283,1.1142635,0.0,0.0,0.0,0.8813639,0.0,0.0
219,1.3405732,1.2468864,0.0,0.0,0.0,0.98163265,0.0,0.0
220,1.4913386,1.3877306,0.0,0.0,0.0,1.0929668,0.0,0.0
221,1.2312845,1.1525658,0.0,0.0,0.0,0.9025242,0.0,0.0
222,0.7364907,0.6930365,0.0,0.0,0.0,0.5422216,0.0,0.0
223,1.2169489,1.1325375,0.0,0.0,0.0,0.8960463,0.0,0.0
224,1.3934524,1.2891771,0.0,0.0,0.0,1.0167028,0.0,0.0
225,1.4320527,1.32808,0.0,0.0,0.0,1.0549743,0.0,0.0
226,1.1355035,1.0553743,0.0,0.0,0.0,0.84761596,0.0,0.0
227,1.0732942,1.0108707,0.0,0.0,0.0,0.7992342,0.0,0.0
228,0.6268517,0.58943367,0.0,0.0794634,0.0,0.45312962,0.08514793,0.1399323
229,1.3503588,1.2551402,0.0,0.0,0.0,0.9923249,0.0,0.0
230,1.4171231,1.3156986,0.0,0.0,0.0,1.0404046,0.0,0.0
231,1.3744297,1.2754914,0.0,0.0,0.0,1.003795,0.0,0.0
232,1.258085,1.1660279,0.0,0.0,0.0,0.9213624,0.0,0.0
233,0.8219528,0.7713386,0.0,0.01745709,0.0,0.61000353,0.021390852,0.044720016
234,1.414142,1.3104737,0.0,0.0,0.0,1.0375841,0.0,0.0
235,1.2534086,1.1661425,0.0,0.0,0.0,0.92362374,0.0,0.0
236,1.4582103,1.3513093,0.0,0.0,0.0,1.0750438,0.0,0.0
237,1.4027895,1.307918,0.0,0.0,0.0,1.0237468,0.0,0.0
238,1.4099416,1.3039215,0.0,0.0,0.0,1.0310539,0.0,0.0
239,1.4473482,1.3406502,0.0,0.0,0.0,1.0693587,0.0,0.0
240,1.1684977,1.0875195,0.0,0.0,0.0,0.8657239,0.0,0.0
241,1.3061749,1.2164825,0.0,0.0,0.0,0.9581391,0.0,0.0
242,1.4240707,1.3184633,0.0,0.0,0.0,1.0473009,0.0,0.0
243,1.1053935,1.0310383,0.0,0.0,0.0,0.81136084,0.0,0.0
244,1.3915203,1.2944071,0.0,0.0,0.0,1.0133474,0.0,0.0
245,1.361223,1.2644242,0.0,0.0,0.0,0.9960675,0.0,0.0
246,1.3162808,1.2199764,0.0,0.0,0.0,0.9642615,0.0,0.0
247,1.4331826,1.333234,0.0,0.0,0.0,1.0614545,0.0,0.0
248,1.2533267,1.1612808,0.0,0.0,0.0,0.9130469,0.0,0.0
249,1.4799595,1.3761865,0.0,0.0,0.0,1.0880572,0.0,0.0
250,1.0475734,0.9737637,0.0,0.0,0.0,0.76520956,0.0,0.0
251,1.2383244,1.1517736,0.0,0.0,0.0,0.90928084,0.0,0.0
252,1.4417542,1.3383108,0.0,0.0,0.0,1.0585287,0.0,0.0
253,1.494405,1.3847946,0.0,0.0,0.0,1.0979493,0.0,0.0
254,1.0210371,0.9573266,0.0,0.0,0.0,0.74945027,0.0,0.0
255,1.4427454,1.3412782,0.0,0.0,0.0,1.0655404,0.0,0.0
256,1.1297021,1.0545303,0.0,0.0,0.0,0.826791,0.0,0.0
257,1.4507195,1.3522968,0.0,0.0,0.0,1.0661577,0.0,0.0
258,1.2976109,1.2062844,0.0,0.0,0.0,0.9460239,0.0,0.0
259,1.0683857,1.0044019,0.0,0.0,0.0,0.7930259,0.0,0.0
260,0.9839924,0.923378,0.0,0.0,0.0,0.74026436,0.0,0.0
261,1.113794,1.040075,0.0,0.0,0.0,0.8081908,0.0,0.0
262,1.1520864,1.0764225,0.0,0.0,0.0,0.85486025,0.0,0.0
263,1.168868,1.0936356,0.0,0.0,0.0,0.8650419,0.0,0.0
264,1.1735169,1.0933441,0.0,0.0,0.0,0.85283023,0.0,0.0
265,1.3030403,1.2088583,0.0,0.0,0.0,0.9454593,0.0,0.0
266,1.0662915,0.98456234,0.0,0.0,0.0,0.7669309,0.0,0.0
267,1.0468962,0.97977173,0.0,0.0,0.0,0.77006227,0.0,0.0
268,1.3414673,1.241135,0.0,0.0,0.0,0.9827782,0.0,0.0
269,1.483153,1.3795277,0.0,0.0,0.0,1.0931236,0.0,0.0
270,1.3992687,1.3010174,0.0,0.0,0.0,1.0275651,0.0,0.0
271,1.3831098,1.283622,0.0,0.0,0.0,1.0204346,0.0,0.0
272,0.29523492,0.26123568,0.0,0.4726915,0.33525792,0.17777257,0.4756209,0.4925593
273,1.443713,1.3372829,0.0,0.0,0.0,1.0627521,0.0,0.0
274,0.8845825,0.82313657,0.0,0.0,0.0,0.63745874,0.0013710384,0.032335356
275,0.18002786,0.14651635,0.0,0.48273906,0.3615766,0.07873461,0.4905819,0.50116616
276,1.2465842,1.1629059,0.0,0.0,0.0,0.9161306,0.0,0.0
277,1.4554734,1.3550253,0.0,0.0,0.0,1.0651093,0.0,0.0
278,0.33908176,0.30863333,0.0,0.4374322,0.2751543,0.20551528,0.43213698,0.44501007
279,0.58133125,0.5521032,0.0,0.20801678,0.06570863,0.41236013,0.20144074,0.21588954
280,1.2269142,1.1398879,0.0,0.0,0.0,0.9047906,0.0,0.0
281,0.28983384,0.25700065,0.0,0.45879194,0.32379165,0.19462097,0.4702758,0.47758156
282,1.4405919,1.3355774,0.0,0.0,0.0,1.0641496,0.0,0.0
283,0.77094316,0.7206616,0.0,0.0,0.0,0.571088,0.0,0.0
284,1.2778314,1.1920499,0.0,0.0,0.0,0.9377808,0.0,0.0
285,1.4391367,1.3310534,0.0,0.0,0.0,1.0570788,0.0,0.0
286,1.4373345,1.3307806,0.0,0.0,0.0,1.0572544,0.0,0.0
287,0.5954826,0.55118036,0.0,0.24786565,0.1023106,0.43729338,0.2412836,0.26727885
288,1.1850392,1.1039628,0.0,0.0,0.0,0.8671414,0.0,0.0
289,1.4211757,1.3271269,0.0,0.0,0.0,1.0490043,0.0,0.0
290,1.2351506,1.1505674,0.0,0.0,0.0,0.9106944,0.0,0.0
291,1.304333,1.2111396,0.0,0.0,0.0,0.9521062,0.0,0.0
292,0.37679583,0.34503552,0.0,0.36424696,0.21181782,0.24858315,0.3776329,0.3932076
293,0.7679565,0.7227998,0.0,0.04374801,0.0,0.5680406,0.043718163,0.07418868
294,1.188463,1.1108475,0.0,0.0,0.0,0.8789461,0.0,0.0
295,1.4840711,1.3746586,0.0,0.0,0.0,1.0894476,0.0,0.0
296,1.1723174,1.0864199,0.0,0.0,0.0,0.85821503,0.0,0.0
297,1.3219321,1.2270525,0.0,0.0,0.0,0.974104,0.0,0.0
298,1.280156,1.1911417,0.0,0.0,0.0,0.9396511,0.0,0.0
299,1.2774144,1.1829667,0.0,0.0,0.0,0.93860906,0.0,0.0
300,1.4171231,1.3156986,0.0,0.0,0.0,1.0404046,0.0,0.0
301,1.4257001,1.3246921,0.0,0.0,0.0,1.0460621,0.0,0.0
302,1.3975751,1.2955687,0.0,0.0,0.0,1.0265753,0.0,0.0
303,1.1683089,1.0913154,0.0,0.0,0.0,0.85494405,0.0,0.0
304,0.8907408,0.82985234,0.0,0.024070814,0.0,0.6433462,0.034844283,0.075751506
305,1.5138628,1.4094341,0.0,0.0,0.0,1.1083888,0.0,0.0
306,0.53974605,0.49942893,0.0,0.20471552,0.08785468,0.37831804,0.22540805,0.25754058
307,1.2204742,1.1379412,0.0,0.0,0.0,0.9042185,0.0,0.0
308,1.4669951,1.3633332,0.0,0.0,0.0,1.0788413,0.0,0.0
309,1.3456408,1.2510202,0.0,0.0,0.0,0.9792442,0.0,0.0
310,1.4993619,1.386584,0.0,0.0,0.0,1.112607,0.0,0.0
311,1.4293735,1.3253626,0.0,0.0,0.0,1.0487928,0.0,0.0
312,1.372242,1.2687396,0.0,0.0,0.0,1.0001595,0.0,0.0
313,1.0376786,0.96663094,0.0,0.0,0.0,0.75883836,0.0,0.0
314,1.3813721,1.2803723,0.0,0.0,0.0,1.0106459,0.0,0.0
315,1.4063781,1.3117,0.0,0.0,0.0,1.0415701,0.0,0.0
316,1.2863837,1.2001957,0.0,0.0,0.0,0.9335202,0.0,0.0
317,1.0422981,0.97620654,0.0,0.0,0.0,0.76643735,0.0,0.0
318,1.3291616,1.2392548,0.0,0.0,0.0,0.97435707,0.0,0.0
319,1.4381592,1.3387791,0.0,0.0,0.0,1.0616686,0.0,0.0
320,1.2106907,1.1284164,0.0,0.0,0.0,0.8865728,0.0,0.0
321,1.1392053,1.0567073,0.0,0.0,0.0,0.8494545,0.0,0.0
322,0.5443622,0.5065215,0.0,0.19712672,0.059423693,0.37230214,0.20098162,0.23580195
323,1.0989358,1.0225447,0.0,0.0,0.0,0.79348034,0.0,0.0
324,1.2907286,1.2027106,0.0,0.0,0.0,0.9428573,0.0,0.0
325,1.1111715,1.031448,0.0,0.0,0.0,0.82886475,0.0,0.0
326,1.4663965,1.3689743,0.0,0.0,0.0,1.0856026,0.0,0.0
327,1.3459162,1.2480252,0.0,0.0,0.0,0.9774787,0.0,0.0
328,1.2523574,1.1700088,0.0,0.0,0.0,0.91732496,0.0,0.0
329,1.0444015,0.98057324,0.0,0.0,0.0,0.7786809,0.0,0.0
330,1.4305465,1.3358266,0.0,0.0,0.0,1.0464295,0.0,0.0
331,1.2678832,1.1758566,0.0,0.0,0.0,0.9343551,0.0,0.0
332,1.2369014,1.148496,0.0,0.0,0.0,0.9043121,0.0,0.0
333,0.46759325,0.43178958,0.0,0.3518124,0.21111125,0.32345012,0.35076097,0.36908847
334,0.4688083,0.43033594,0.0,0.3326544,0.18472435,0.31572434,0.35243386,0.37133068
335,1.4188745,1.3146088,0.0,0.0,0.0,1.0362301,0.0,0.0
336,1.268976,1.1777561,0.0,0.0,0.0,0.9276599,0.0,0.0
337,0.9779035,0.9160547,0.0,0.0,0.0,0.7303989,0.0,0.0
338,1.4109554,1.3061597,0.0,0.0,0.0,1.0399262,0.0,0.0
339,1.3068327,1.2148277,0.0,0.0,0.0,0.9600252,0.0,0.0
340,1.3773135,1.2778889,0.0,0.0,0.0,1.0136492,0.0,0.0
341,1.5015379,1.3913509,0.0,0.0,0.0,1.1057364,0.0,0.0
342,1.4145213,1.3183001,0.0,0.0,0.0,1.032427,0.0,0.0
